state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,extraction_confidence_note,normalization_confidence,match_confidence,overall_confidence,input_mode,source_file,filename,flag
MI,Detroit Free Press,121300,2002,MI,BALLOT MEASURE,K,"Wayne and Oakland Counties, Detroit: half-mill property tax for local and regional arts, culture and recreation for 10 years",1,Vote YES,0.92,,,,,pdf,,121300_20021103,
MI,Detroit Free Press,121300,2002,MI,BALLOT MEASURE,Macomb Emergency,"Macomb County: surcharge on home telephone lines to fund improvements in communications systems for police, fire and emergency medical agencies",1,Vote YES,0.9,,,,,pdf,,121300_20021103,
MI,Detroit Free Press,121300,2002,MI,BALLOT MEASURE,Ypsilanti Human Rights,Ypsilanti charter amendment to remove sexual orientation from anti-discrimination law,0,Vote NO,0.9,,,,,pdf,,121300_20021103,
MI,Detroit Free Press,121300,2002,MI,BALLOT MEASURE,Auburn Hills 1,Auburn Hills Charter Amendment No. 1: Auto-appoint next-highest vote-getter from previous election to fill City Council vacancy,1,Vote YES,0.9,,,,,pdf,,121300_20021103,
MI,Detroit Free Press,121300,2002,MI,BALLOT MEASURE,Detroit Z,Detroit advisory: Should city maintain the Belle Isle Zoo?,0,Vote NO,0.9,,,,,pdf,,121300_20021103,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,1,Statewide: Limit expansion of gambling,1,Vote YES,0.92,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,2,Statewide: Define marriage as a union between one man and one woman,0,Vote NO,0.92,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,E,Detroit: Replace school governance with CEO nominated by mayor and an elected school board with limited authority,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,R,Detroit: 10-year renewal of current library millage,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,M,Detroit: Additional 1-mill tax for library,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,N,Detroit: Bonds for neighborhood redevelopment and economic development,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,P,Detroit: Bonds for public lighting,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,S,Detroit: Bonds for public safety,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,T,Detroit: Bonds for 120 new buses and overhauling the People Mover,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,Ferndale B,Ferndale: Authorize instant runoff voting,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,Rockwood Charter,Rockwood Charter Amendment: End term limits,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2004,MI,BALLOT MEASURE,Ann Arbor C,Ann Arbor: Allow medical marijuana use,1,Vote YES,0.9,,,,,pdf,,121300_20041102,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,06-1,"Require money collected from park fees, hunting licenses, etc. be reinvested in those areas",1,Vote YES,0.92,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,06-2,"Constitutional amendment to ban affirmative action programs for public employment, university admissions and government education or contracting",0,Vote NO,0.92,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,06-3,Direct National Resources Commission to establish a hunting season for mourning doves,0,Vote NO,0.92,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,06-4,Make it unconstitutional for government to condemn property for private purposes,0,Vote NO,0.92,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,06-5,Require funding for public education from kindergarten through college to rise at the inflation rate every year,0,Vote NO,0.92,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Hamtramck rec millage,"Hamtramck recreation millage (community center, citizens' programs, adult sports, summer playground programs, Taste of Hamtramck)",1,Vote YES,0.85,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Grosse Pointe Park bonds,Grosse Pointe Park bond issue (give money to landlords to convert two-family units to single-family),0,Vote NO,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Ferndale Human Rights,Ferndale Human Rights Ordinance,1,Vote YES,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Walled Lake SMART,Walled Lake SMART proposal,1,Vote YES,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Sterling Heights F,Sterling Heights Proposal F: renovate three outdated fire stations,1,Vote YES,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Sterling Heights P,"Sterling Heights Proposal P: build new police station, renovate current building for library/welcome center/parks-rec offices/public meeting rooms",1,Vote YES,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Dearborn parking,Rescind parking fees at various spots on Michigan Avenue west downtown Dearborn,0,Vote NO,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Birmingham schools,Birmingham school millage: renewal of 11.3 mill rate on all property,1,Vote YES,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Lincoln Park schools,"Lincoln Park school millage: renew 17.214 mills, increase by 0.786 mills",1,Vote YES,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Oxford schools,Oxford Area Community Schools: renewal of 18 mills for 10-year non-homestead property,1,Vote YES,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Northern Oakland Senior,"Northern Oakland Senior Center (Orion, Oxford, Addison): bond and operating millage for shared senior services facility",0,Vote NO,0.9,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2006,MI,BALLOT MEASURE,Macomb millage renewal,Macomb County: renewal of 18.5 mills on non-homestead properties for 10 years,1,Vote YES,0.85,,,,,pdf,,121300_20061105,
MI,Detroit Free Press,121300,2008,MI,BALLOT MEASURE,08-1,Permit use and cultivation of marijuana for specified medical conditions,1,Vote YES,0.95,,,,,pdf,,121300_20081104_v2,
MI,Detroit Free Press,121300,2008,MI,BALLOT MEASURE,08-2,Amend state Constitution on human embryo and embryonic stem cell research in Michigan,1,Vote YES,0.95,,,,,pdf,,121300_20081104_v2,
MI,Detroit Free Press,121300,2008,MI,BALLOT MEASURE,Wayne RESA,Wayne Regional Educational Service Agency: 1.25-mill renewal request,1,Vote YES,0.9,,,,,pdf,,121300_20081104_v2,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,1,Referendum on the state's Emergency Manager Law (expands authority of state-appointed emergency managers in financially troubled cities and school districts),1,Vote YES,0.92,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,2,Constitutional amendment to protect collective bargaining rights and forbid making Michigan a right-to-work state,0,Vote NO,0.92,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,3,Constitutional amendment to require that 25% of Michigan's electricity be generated by renewable energy sources by 2025,0,Vote NO,0.92,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,4,"Constitutional amendment setting new rules for in-home care workers, establishing a Quality Home Care Council and providing collective bargaining for in-home care workers",0,Vote NO,0.92,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,5,Constitutional amendment to require two-thirds majorities for the Legislature to enact new taxes,0,Vote NO,0.92,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,6,Constitutional amendment to require that the building of new international bridges and tunnels be put to statewide and local votes,0,Vote NO,0.92,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,Detroit C,Empower city's Law Department to file lawsuits over perceived charter violations without authorization by mayor or City Council,0,Vote NO,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,Detroit G,Allow City Council to set a gift policy by ordinance,0,Vote NO,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,Detroit P,Allow workers who have left the city to be rehired as contractors,1,Vote YES,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,Detroit E,Set minimums and maximums for the number of signatures candidates must collect to appear on the ballot,1,Vote YES,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,Detroit marijuana,Decriminalize possession of small amounts of marijuana by adults 21 and older within city limits,1,Vote YES,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,Detroit Public Schools millage,"Renewal of 18-mill tax on commercial, industrial and rental property for Detroit Public Schools operations",1,Vote YES,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,Wayne Charter,Five Wayne County Charter amendments to limit Wayne County Commission's oversight of county executive and other functions,0,Vote NO on all five,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,WCCC millage,Wayne County Community College: increase of one mill in property tax for college operations,1,Vote YES,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2012,MI,BALLOT MEASURE,WCCC bond,Wayne County Community College bond: $56 million for college bonds,1,Vote YES,0.9,,,,,pdf,,121300_20121106,
MI,Detroit Free Press,121300,2016,MI,BALLOT MEASURE,RTA,Regional Transit Authority Millage,1,YES,0.92,,,,,pdf,,121300_20161108,
MI,Detroit Free Press,121300,2016,MI,BALLOT MEASURE,Wayne County Jail,Wayne County Jail proposal,,OCR shows 'Wayne County Jail' but YES/NO direction not extracted,0.65,Position not clearly read,,,,pdf,,121300_20161108,Missing endorsed | Low confidence (0.65)
MI,Detroit Free Press,121300,2016,MI,BALLOT MEASURE,Community Benefits,Detroit Community Benefits ordinance,,OCR mention of 'Community Benefits' but specific position not clearly read,0.65,Position not clearly read,,,,pdf,,121300_20161108,Missing endorsed | Low confidence (0.65)
MI,Detroit Free Press,121300,2018,MI,BALLOT MEASURE,1,Legalize recreational marijuana in Michigan,1,Vote YES,0.95,,,,,pdf,,121300_20181106_v2,
MI,Detroit Free Press,121300,2018,MI,BALLOT MEASURE,2,Amend the state Constitution to change the way political districts are drawn in Michigan (redistricting commission),1,Vote YES,0.95,,,,,pdf,,121300_20181106_v2,
MI,Detroit Free Press,121300,2018,MI,BALLOT MEASURE,3,Change the state Constitution to add provisions that make it easier to vote,1,Vote YES,0.95,,,,,pdf,,121300_20181106_v2,
MI,Detroit Free Press,121300,2020,MI,BALLOT MEASURE,2020-1,State Proposal 2020-1 (state parks/trust fund),0,Vote NO,0.92,,,,,pdf,,121300_20201101,
MI,Detroit Free Press,121300,2020,MI,BALLOT MEASURE,2020-2,State Proposal 2020-2 (search warrants for electronic data),1,Vote YES,0.92,,,,,pdf,,121300_20201101,
MI,Detroit Free Press,121300,2020,MI,BALLOT MEASURE,Detroit N,Detroit Proposal N,0,Vote NO,0.9,,,,,pdf,,121300_20201101,
MI,Detroit Free Press,121300,2020,MI,BALLOT MEASURE,Wayne RESA,Wayne Regional Educational Service Agency enhancement millage renewal,1,Vote YES,0.9,,,,,pdf,,121300_20201101,
MI,Detroit Free Press,121300,2022,MI,BALLOT MEASURE,1,Term limits and financial disclosure for state legislators,1,Vote YES,0.95,,,,,pdf,,121300_20221019,
MI,Detroit Free Press,121300,2022,MI,BALLOT MEASURE,2,"Voting rights / Promote the Vote 2022 (early voting, election administration)",1,Vote YES,0.95,,,,,pdf,,121300_20221019,
MI,Detroit Free Press,121300,2022,MI,BALLOT MEASURE,3,Reproductive Freedom for All (abortion rights),1,Vote YES,0.95,,,,,pdf,,121300_20221019,
